StartDate,EndDate,Attn1,Attn2,Efficacy1,Efficacy2,Efficacy3,Efficacy4,Efficacy5,Efficacy6,CAB1,CAB2,CAB3,CAB4,CAB5,CAB6,CAB7,CAB8,Ecoanx1,Ecoanx2,Ecoanx3,Ecoanx4,Ecoang1,Ecoang2,Ecoang3,Ecoang4,Ecodep1,Ecodep2,Ecodep3,Ecodep4,Ecohope1,Ecohope2,Ecohope3,Ecohope4,Affective1,Affective2,Affective3,Affective4,Ruminat1,Ruminat2,Ruminat3,Behav1,Behav2,Behav3,Persim1,Persim2,Persim3,Injustice2,Injustice3,Injustice4,Worry1,Worry2,Worry3,Worry4,Worry5,Age,GenderNum,GenderText,FinStress1,FinStress2,FinStress3,FinStress4,FinStress5,FinStress6,FinStress7,FAILED_ATTN1,FAILED_ATTN2,FAILED_ATTN,FINSTRESS_TOTAL,FINSTRESS_BINARY,GENDER_BINARY,EFFICACY_MEAN,CAB_MEAN,ECOANX_MEAN,ECOANG_MEAN,ECODEP_MEAN,ECOHOPE_MEAN,WORRY_MEAN,Mean_GenInJust,AFFECTIVE_MEAN,RUMINAT_MEAN,BEHAV_MEAN,PERSIM_MEAN
13885504731,13885505246,Strongly disagree,Nearly every day,Slightly agree,Slightly disagree,Agree,Agree,Slightly agree,Disagree,0,15,20,35,20,10,20,30,20,65,20,75,30,25,50,15,10,3,25,20,50,35,40,20,Several of the days,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Agree,Somewhat agree,Somewhat agree,4,3,4,4,4,44,Woman,-99,Yes,Yes,No,Yes,No,Yes,No,Pass,Pass,0,4,Some financial stress,Woman,4.5,18.75,45,30,14.5,36.25,3.8,5.333333333333333,0.5,Not at all,Not at all,Several of the days
13885504176,13885504677,Strongly disagree,Nearly every day,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,0,0,63,58,26,37,90,72,66,81,60,72,68,40,71,59,60,30,63,64,72,62,50,75,Several of the days,Several of the days,Over half the days,Several of the days,Several of the days,Several of the days,Several of the days,Over half the days,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Agree,Somewhat agree,Agree,3,4,4,4,3,46,Woman,-99,Yes,Yes,No,No,No,No,No,Pass,Pass,0,2,Some financial stress,Woman,6.5,43.25,69.75,59.5,54.25,64.75,3.6,5.666666666666667,1.25,Several of the days,0.6666666666666666,Several of the days
13885502089,13885502492,Strongly disagree,Nearly every day,Slightly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Disagree,Strongly disagree,0,0,0,10,0,0,11,0,6,29,5,6,2,0,0,0,7,5,3,8,3,1,0,12,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,Agree,Strongly agree,2,Not at all typical of me,4,2,3,22,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,1.8333333333333333,2.625,11.5,0.5,5.75,4,2.4,6.333333333333333,Not at all,Not at all,Not at all,Not at all
13885504046,13885504559,Strongly disagree,Nearly every day,Agree,Agree,Agree,Agree,Slightly agree,Slightly agree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly disagree,Strongly disagree,Strongly agree,Not at all typical of me,Not at all typical of me,Not at all typical of me,2,Not at all typical of me,42,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,5.666666666666667,0,0,0,0,0,1.2,3,Not at all,Not at all,Not at all,Not at all
13885418996,13885420773,Strongly disagree,Nearly every day,Disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Neither agree nor disagree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,56,58,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,37,Man,-99,No,No,No,No,No,Yes,No,Pass,Pass,0,1,Some financial stress,Man,2.6666666666666665,0,0,0,0,42.25,1,4,Not at all,Not at all,Not at all,Not at all
13885503031,13885503534,Strongly disagree,Nearly every day,Strongly agree,Slightly agree,Agree,Agree,Agree,Agree,0,0,17,31,0,0,0,0,39,32,11,7,16,1,11,2,0,0,47,19,3,1,1,12,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Somewhat agree,Somewhat agree,Somewhat agree,4,4,4,4,4,29,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,Agree,6,22.25,7.5,16.5,4.25,4,5,Not at all,Not at all,Not at all,0.3333333333333333
13885504894,13885505390,Strongly disagree,Nearly every day,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Agree,Agree,0,0,0,67,0,9,76,100,30,43,21,51,65,36,22,15,0,0,40,28,10,10,14,72,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly agree,Strongly agree,Strongly agree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,49,Woman,-99,No,No,No,No,No,No,Yes,Pass,Pass,0,1,Some financial stress,Woman,Agree,31.5,36.25,34.5,17,26.5,1,7,Not at all,Not at all,Not at all,Not at all
13885504506,13885504834,Strongly disagree,Nearly every day,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Agree,Agree,0,0,0,51,0,45,43,0,16,16,0,0,0,0,19,0,0,0,0,0,34,48,0,35,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat agree,Somewhat agree,Somewhat agree,3,4,3,2,4,30,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,6.333333333333333,17.375,8,4.75,0,29.25,3.2,5,Not at all,Not at all,Not at all,Not at all
13885503520,13885503890,Strongly disagree,Nearly every day,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,0,0,0,6,3,0,0,0,14,60,14,0,54,0,0,0,0,0,0,12,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,Agree,Agree,2,2,3,Not at all typical of me,Not at all typical of me,60,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,5.166666666666667,1.125,22,13.5,3,0,1.8,6,Not at all,Not at all,Not at all,Not at all
13885502409,13885502707,Strongly disagree,Nearly every day,Agree,Slightly disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly disagree,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,20,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,56,Woman,-99,No,No,Yes,No,No,No,No,Pass,Pass,0,1,Some financial stress,Woman,4.333333333333333,0,2.5,0,0,10,1,4,Not at all,Not at all,Not at all,Not at all
13885502839,13885504665,Strongly disagree,Nearly every day,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,0,0,10,5,0,0,0,10,50,60,45,50,60,25,40,25,5,5,65,25,10,20,30,40,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Somewhat agree,Somewhat disagree,Somewhat disagree,3,3,4,4,2,22,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,6.333333333333333,3.125,51.25,37.5,25,25,3.2,3.6666666666666665,Not at all,Not at all,Not at all,0.3333333333333333
13885504788,13885505323,Strongly disagree,Nearly every day,Neither agree nor disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,10,3,0,0,0,8,20,8,21,0,0,0,0,0,0,0,0,12,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,4,3,Very typical of me,Very typical of me,4,52,Woman,-99,Yes,No,No,No,Yes,Yes,No,Pass,Pass,0,3,Some financial stress,Woman,3.6666666666666665,1.625,14.25,0,0,3,4.2,4,Not at all,Not at all,Not at all,Not at all
13885501575,13885502074,Strongly disagree,Nearly every day,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,29,15,5,20,0,33,82,32,62,52,1,25,1,41,2,68,65,0,0,0,14,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Somewhat agree,Somewhat agree,4,4,4,3,3,26,Woman,-99,Yes,No,Yes,No,No,Yes,No,Pass,Pass,0,3,Some financial stress,Woman,3.8333333333333335,8.625,52.25,19.75,44,3.5,3.6,4.666666666666667,Not at all,Not at all,Not at all,Not at all
13885503306,13885503899,Strongly disagree,Nearly every day,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,0,0,2,11,0,5,0,11,0,0,0,3,15,11,0,6,0,0,0,0,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Disagree,Neither agree nor disagree,Neither agree nor disagree,3,3,3,2,3,61,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,3.5,3.625,0.75,8,0,0,2.8,3.3333333333333335,Not at all,Not at all,Not at all,Not at all
13885505177,13885505705,Strongly disagree,Nearly every day,Slightly disagree,Disagree,Disagree,Slightly agree,Slightly disagree,Disagree,1,1,1,67,43,1,40,1,5,65,7,2,78,25,49,13,34,14,6,64,1,11,29,68,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly agree,Strongly agree,Strongly agree,Not at all typical of me,2,Very typical of me,3,Not at all typical of me,25,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,2.8333333333333335,19.375,19.75,41.25,29.5,27.25,2.4,7,Not at all,Not at all,Not at all,Not at all
13885503456,13885503876,Strongly disagree,Nearly every day,Agree,Slightly agree,Agree,Agree,Agree,Agree,0,0,0,72,64,48,70,60,63,60,59,23,59,34,47,33,1,3,37,35,19,12,0,27,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,Agree,Agree,4,2,Very typical of me,Very typical of me,Very typical of me,28,Woman,-99,No,No,No,No,No,Yes,No,Pass,Pass,0,1,Some financial stress,Woman,5.833333333333333,39.25,51.25,43.25,19,14.5,4.2,6,Not at all,Not at all,Not at all,Not at all
13885417232,13885417457,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,0,0,73,38,11,10,10,0,73,84,77,77,89,54,86,54,72,29,76,77,47,20,26,46,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly agree,Strongly agree,Strongly agree,4,4,4,4,4,32,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,4.833333333333333,17.75,77.75,70.75,63.5,34.75,4,7,Not at all,Not at all,Not at all,Not at all
13885501373,13885501784,Strongly disagree,Nearly every day,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Agree,Disagree,Disagree,0,0,0,55,24,45,100,0,30,56,49,49,58,56,42,48,59,17,21,26,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,Somewhat agree,Somewhat agree,4,Very typical of me,Very typical of me,Very typical of me,4,37,Woman,-99,No,No,Yes,No,Yes,No,Yes,Pass,Pass,0,3,Some financial stress,Woman,3.1666666666666665,28,46,51,30.75,0,4.6,5.333333333333333,Not at all,Not at all,Not at all,Not at all
13885504440,13885505135,Strongly disagree,Nearly every day,Slightly agree,Slightly disagree,Slightly agree,Agree,Slightly agree,Slightly agree,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,11,1,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Agree,Somewhat agree,4,4,4,4,4,30,Woman,-99,Yes,No,Yes,Yes,No,Yes,No,Pass,Pass,0,4,Some financial stress,Woman,4.833333333333333,0,3.5,0,2.75,0.25,4,5,Not at all,Not at all,Not at all,Not at all
13885501931,13885502379,Strongly disagree,Nearly every day,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,0,0,10,15,0,0,0,5,30,75,20,65,40,10,20,10,20,5,35,15,5,5,5,15,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Several of the days,Agree,Strongly agree,Agree,2,2,3,2,2,26,Man,-99,No,No,No,No,No,Yes,No,Pass,Pass,0,1,Some financial stress,Man,4.5,3.75,47.5,20,18.75,7.5,2.2,6.333333333333333,Not at all,Not at all,Not at all,0.6666666666666666
13885507843,13885508170,Strongly disagree,Nearly every day,Disagree,Slightly disagree,Slightly disagree,Slightly agree,Neither agree nor disagree,Slightly agree,0,0,41,47,4,38,61,24,58,37,2,2,48,16,4,4,0,0,0,0,1,0,3,5,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Several of the days,Strongly agree,Strongly agree,Agree,3,4,4,3,2,27,Woman,-99,No,Yes,No,No,No,Yes,Yes,Pass,Pass,0,3,Some financial stress,Woman,3.6666666666666665,26.875,24.75,18,0,2.25,3.2,6.666666666666667,Not at all,Not at all,Not at all,0.6666666666666666
13885504726,13885505120,Strongly disagree,Nearly every day,Slightly agree,Agree,Agree,Agree,Agree,Agree,0,0,60,60,8,27,0,0,60,70,55,70,83,84,60,88,33,32,43,43,17,18,18,45,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly agree,Agree,Agree,2,3,3,2,2,40,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,5.833333333333333,19.375,63.75,78.75,37.75,24.5,2.4,6.333333333333333,Not at all,Not at all,Not at all,Not at all
13885415798,13885416380,Strongly disagree,Nearly every day,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Disagree,0,0,0,20,0,5,0,0,5,5,5,0,0,0,0,0,0,0,0,0,10,20,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,4,4,4,4,4,23,Woman,-99,No,No,Yes,No,No,Yes,No,Pass,Pass,0,2,Some financial stress,Woman,3.6666666666666665,3.125,3.75,0,0,7.5,4,4.333333333333333,Not at all,Not at all,Not at all,Not at all
13885503452,13885504128,Strongly disagree,Nearly every day,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,0,0,0,0,9,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,5,2,1,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat agree,Somewhat agree,Neither agree nor disagree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,51,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,3.3333333333333335,1.375,0.5,0,0.25,2.75,1,4.666666666666667,Not at all,Not at all,Not at all,Not at all
13885501534,13885502052,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Disagree,60,0,0,51,0,0,62,0,80,80,80,90,100,95,50,95,98,4,26,87,25,25,0,9,Several of the days,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,Agree,Agree,3,3,4,2,3,44,Woman,-99,No,No,No,No,No,Yes,No,Pass,Pass,0,1,Some financial stress,Woman,3.6666666666666665,21.625,82.5,85,53.75,14.75,3,6,0.5,Not at all,0.3333333333333333,Not at all
13885503852,13885504188,Strongly disagree,Nearly every day,Slightly agree,Neither agree nor disagree,Slightly agree,Agree,Slightly agree,Slightly disagree,0,18,57,98,32,23,1,0,74,93,61,93,100,100,53,100,92,23,71,76,5,0,2,64,Several of the days,Not at all,Several of the days,Not at all,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Strongly agree,Strongly agree,Strongly agree,2,2,4,2,2,28,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,4.666666666666667,28.625,80.25,88.25,65.5,17.75,2.4,7,0.5,0.6666666666666666,Not at all,Several of the days
13885504258,13885504765,Strongly disagree,Nearly every day,Agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,11,0,0,0,0,20,48,42,38,42,35,18,27,21,25,56,49,25,26,49,43,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,4,4,3,3,3,57,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,4.5,1.375,37,30.5,37.75,35.75,3.4,4.333333333333333,Not at all,Not at all,Not at all,Not at all
13885501524,13885502809,Strongly disagree,Nearly every day,Slightly agree,Agree,Agree,Agree,Slightly agree,Agree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat disagree,Somewhat disagree,Disagree,3,3,2,2,3,45,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,5.666666666666667,0,0,0,0,0,2.6,2.6666666666666665,Not at all,Not at all,Not at all,Not at all
13885501062,13885501690,Strongly disagree,Nearly every day,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,10,0,0,0,10,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly disagree,Strongly disagree,Neither agree nor disagree,Not at all typical of me,Not at all typical of me,2,Not at all typical of me,Not at all typical of me,52,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,Disagree,0,0,12.5,2.5,0,1.2,2,Not at all,Not at all,Not at all,Not at all
13885502831,13885503122,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly disagree,Slightly disagree,0,0,50,23,0,23,0,0,70,70,58,46,58,47,56,62,16,15,35,65,12,11,9,5,Not at all,Not at all,Not at all,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Several of the days,Agree,Agree,Agree,4,4,4,4,3,31,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,4.5,12,61,55.75,32.75,9.25,3.8,6,0.25,0.3333333333333333,0.3333333333333333,Several of the days
13885504428,13885505163,Strongly disagree,Nearly every day,Disagree,Disagree,Disagree,Slightly disagree,Disagree,Disagree,0,0,0,37,15,3,26,20,11,38,16,39,12,7,5,7,18,4,7,7,16,12,14,9,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2,2,3,2,2,45,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,2.1666666666666665,12.625,26,7.75,9,12.75,2.2,4,Not at all,Not at all,Not at all,Not at all
13885503642,13885504035,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Agree,Agree,Slightly agree,Slightly agree,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,2,49,Man,-99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pass,Pass,0,7,Some financial stress,Man,5.333333333333333,3,0,0,0,0,1.2,4,Not at all,Not at all,Not at all,Not at all
13885415786,13885416521,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,0,0,0,62,0,0,0,0,41,41,16,15,0,0,0,0,0,0,0,0,0,52,53,1,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Somewhat agree,Somewhat agree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,52,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,Slightly agree,7.75,28.25,0,0,26.5,1,4.666666666666667,Not at all,Not at all,Not at all,Not at all
13885499753,13885500016,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Neither agree nor disagree,Agree,Slightly agree,Slightly agree,10,5,5,13,21,11,70,90,14,7,10,8,3,3,5,6,3,5,2,3,39,51,25,14,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Somewhat agree,Somewhat agree,Agree,2,3,3,3,2,21,Man,-99,No,No,Yes,No,No,Yes,No,Pass,Pass,0,2,Some financial stress,Man,Slightly agree,28.125,9.75,4.25,3.25,32.25,2.6,5.333333333333333,0.25,Not at all,Not at all,0.3333333333333333
13885504323,13885504847,Strongly disagree,Nearly every day,Agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,0,0,100,60,5,61,0,0,95,95,95,96,85,74,76,74,62,44,71,86,13,18,13,43,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Several of the days,Several of the days,Several of the days,Several of the days,Strongly agree,Strongly agree,Strongly agree,4,4,4,4,3,24,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,4.333333333333333,28.25,95.25,77.25,65.75,21.75,3.8,7,Several of the days,Several of the days,0.6666666666666666,Several of the days
13885504370,13885504723,Strongly disagree,Nearly every day,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,0,0,0,0,0,0,0,6,22,33,20,29,39,31,38,30,19,14,20,18,41,41,35,41,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Disagree,Somewhat disagree,Somewhat agree,3,4,4,3,4,51,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,3.5,0.75,26,34.5,17.75,39.5,3.6,3.3333333333333335,Not at all,Not at all,Not at all,Not at all
13885505461,13885505756,Strongly disagree,Nearly every day,Neither agree nor disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,0,0,0,0,21,41,22,16,10,11,19,36,27,6,8,3,7,0,21,32,14,13,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Agree,Agree,2,Not at all typical of me,3,2,Not at all typical of me,23,Man,-99,No,No,Yes,No,No,Yes,No,Pass,Pass,0,2,Some financial stress,Man,2.1666666666666665,12.5,19,11,15,6.75,1.8,5.333333333333333,Not at all,Not at all,Not at all,Not at all
13885502811,13885503611,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Agree,Agree,Slightly agree,Neither agree nor disagree,0,0,0,0,0,0,0,0,51,76,51,51,23,10,18,15,49,29,60,16,25,22,21,38,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Strongly agree,Agree,Agree,3,4,4,Very typical of me,Very typical of me,41,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,5.166666666666667,0,57.25,16.5,38.5,26.5,4.2,6.333333333333333,0.25,Not at all,Not at all,0.3333333333333333
13885505140,13885506812,Strongly disagree,Nearly every day,Agree,Slightly agree,Slightly agree,Agree,Agree,Agree,0,0,0,40,0,0,0,0,10,20,10,10,0,0,0,0,0,0,0,10,60,60,0,30,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Not at all typical of me,Not at all typical of me,2,Not at all typical of me,Not at all typical of me,28,Man,-99,No,No,No,No,No,Yes,No,Pass,Pass,0,1,Some financial stress,Man,5.666666666666667,5,12.5,0,2.5,37.5,1.2,4,Not at all,Not at all,Not at all,Not at all
13885501236,13885501520,Strongly disagree,Nearly every day,Agree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,0,0,66,68,55,56,74,0,23,65,18,25,56,51,48,47,26,11,18,21,17,23,8,14,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,Agree,Agree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,39,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,Slightly agree,39.875,32.75,50.5,19,15.5,1,6,Not at all,Not at all,Not at all,Not at all
13885501189,13885501716,Strongly disagree,Nearly every day,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Agree,0,0,3,11,0,1,0,0,31,59,32,52,47,8,1,4,36,1,1,15,6,0,0,14,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat disagree,Somewhat disagree,Somewhat disagree,2,2,3,3,2,23,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,5.5,1.875,43.5,15,13.25,5,2.4,3,Not at all,Not at all,Not at all,Not at all
